,name,tag
1958,../Data\Words/downloaded_videos\WANT MORE CHILDREN YOU-version-1\WANT MORE CHILDREN YOU？-[version-1].mp4,WANT MORE CHILDREN YOU-version-1
1959,"../Data\Words/downloaded_videos\WARM -warmth heat\WARM -[warmth, heat].mp4",WARM -warmth heat
1960,"../Data\Words/downloaded_videos\WARM COOKIE AND MILK YOU LIKE\WARM COOKIE AND MILK, YOU LIKE？.mp4",WARM COOKIE AND MILK YOU LIKE
1961,../Data\Words/downloaded_videos\WARN\WARN.mp4,WARN
1962,../Data\Words/downloaded_videos\WASH\WASH.mp4,WASH
1963,../Data\Words/downloaded_videos\wash dishes\wash dishes.mp4,wash dishes
1964,../Data\Words/downloaded_videos\wash dishes dishwasher\wash dishes (dishwasher).mp4,wash dishes dishwasher
1965,../Data\Words/downloaded_videos\wash dishes wash dish\wash dishes (wash dish).mp4,wash dishes wash dish
1966,../Data\Words/downloaded_videos\WASHINGTON BIRTHDAY WHEN\WASHINGTON BIRTHDAY WHEN？.mp4,WASHINGTON BIRTHDAY WHEN
1967,../Data\Words/downloaded_videos\Washingtons Birthday\Washington's Birthday.mp4,Washingtons Birthday
1968,"../Data\Words/downloaded_videos\WATCH MOVIE YOU LIKE CLOSE-CAPTION\WATCH MOVIE, YOU LIKE CLOSE-CAPTION？.mp4",WATCH MOVIE YOU LIKE CLOSE-CAPTION
1969,../Data\Words/downloaded_videos\WATCH-casual\WATCH-[casual].mp4,WATCH-casual
1970,../Data\Words/downloaded_videos\water\water.mp4,water
1971,"../Data\Words/downloaded_videos\WATER MILK POP BEER YOU PREFER DRINK WHICH\WATER, MILK, POP, BEER, YOU PREFER DRINK WHICH？.mp4",WATER MILK POP BEER YOU PREFER DRINK WHICH
1972,"../Data\Words/downloaded_videos\WATER POUR POUR sweep-arc YOU-MIND YOU\WATER POUR, POUR, [sweep-arc] YOU-MIND YOU？.mp4",WATER POUR POUR sweep-arc YOU-MIND YOU
1973,../Data\Words/downloaded_videos\WATER-FOUNTAIN water turn knob\WATER-FOUNTAIN (water turn knob).mp4,WATER-FOUNTAIN water turn knob
1974,../Data\Words/downloaded_videos\WATER-SKI\WATER-SKI.mp4,WATER-SKI
1975,../Data\Words/downloaded_videos\WAVE-NO\WAVE-NO.mp4,WAVE-NO
1976,../Data\Words/downloaded_videos\We-will-see\We-will-see.mp4,We-will-see
1977,../Data\Words/downloaded_videos\weak weaknessfeeble\weak [weakness⧸feeble].mp4,weak weaknessfeeble
1978,"../Data\Words/downloaded_videos\WEAR OUT-burnout fall apart\WEAR OUT-[burnout, fall apart].mp4",WEAR OUT-burnout fall apart
1979,../Data\Words/downloaded_videos\wednesday\wednesday.mp4,wednesday
1980,../Data\Words/downloaded_videos\Week have how many days\1-WEEK HAVE how-MANY DAY？ (one week has how many days).mp4,Week have how many days
1981,../Data\Words/downloaded_videos\WEEK WEEK EMAIL YOU SEND HOW-MANY\WEEK WEEK EMAIL YOU SEND HOW-MANY？.mp4,WEEK WEEK EMAIL YOU SEND HOW-MANY
1982,../Data\Words/downloaded_videos\WEEK-every MEETING HOW-MANY YOU\WEEK-[every] MEETING HOW-MANY YOU？.mp4,WEEK-every MEETING HOW-MANY YOU
1983,../Data\Words/downloaded_videos\WEEK-version-1\WEEK-[version-1].mp4,WEEK-version-1
1984,../Data\Words/downloaded_videos\WEEK-version-2\WEEK-[version-2].mp4,WEEK-version-2
1985,../Data\Words/downloaded_videos\WEEKEND\WEEKEND.mp4,WEEKEND
1986,../Data\Words/downloaded_videos\WEEKEND-flat-hand-version\WEEKEND-[flat-hand-version].mp4,WEEKEND-flat-hand-version
1987,../Data\Words/downloaded_videos\WEEKEND-version\WEEKEND-[version].mp4,WEEKEND-version
1988,../Data\Words/downloaded_videos\WEEKEND-W-E-version\WEEKEND-[W-E-version].mp4,WEEKEND-W-E-version
1989,../Data\Words/downloaded_videos\WEEKLY\WEEKLY.mp4,WEEKLY
1990,../Data\Words/downloaded_videos\weight weigh pound ton\weight weigh pound ton.mp4,weight weigh pound ton
1991,../Data\Words/downloaded_videos\WELD\WELD.mp4,WELD
1992,"../Data\Words/downloaded_videos\WELD YOU KNOW SOMEONE CAN\WELD, YOU KNOW SOMEONE CAN？.mp4",WELD YOU KNOW SOMEONE CAN
1993,../Data\Words/downloaded_videos\WEST\WEST.mp4,WEST
1994,../Data\Words/downloaded_videos\WET-unpleasantly-wet\WET-[unpleasantly-wet].mp4,WET-unpleasantly-wet
1995,../Data\Words/downloaded_videos\WET-WIPES YOU KEEP CAR\WET-WIPES YOU KEEP CAR？.mp4,WET-WIPES YOU KEEP CAR
1996,../Data\Words/downloaded_videos\what\what.mp4,what
1997,../Data\Words/downloaded_videos\what\WHAT？.mp4,what
1998,../Data\Words/downloaded_videos\WHAT COST CENT-25\WHAT COST CENT-25？.mp4,WHAT COST CENT-25
1999,../Data\Words/downloaded_videos\what do\what do？.mp4,what do
2000,../Data\Words/downloaded_videos\what-DO\what-DO.mp4,what-DO
2001,../Data\Words/downloaded_videos\what-DODO-DO-lexicalized-fingerspelling\#what-DO？⧸DO-DO-[lexicalized-fingerspelling].mp4,what-DODO-DO-lexicalized-fingerspelling
2002,../Data\Words/downloaded_videos\what-FOR\what-FOR？.mp4,what-FOR
2003,../Data\Words/downloaded_videos\what-KIND\WHAT-KIND.mp4,what-KIND
2004,../Data\Words/downloaded_videos\what-KIND\what-KIND？.mp4,what-KIND
2005,../Data\Words/downloaded_videos\what-KIND-advanced-version\what-KIND-[advanced-version].mp4,what-KIND-advanced-version
2006,../Data\Words/downloaded_videos\what-MEAN What is the meaning of\what-MEAN？ (What is the meaning of…＂).mp4,what-MEAN What is the meaning of
2007,../Data\Words/downloaded_videos\what-NAME\what-NAME？.mp4,what-NAME
2008,../Data\Words/downloaded_videos\what-SIGN B-O-T-T-O-M-fs\what-SIGN B-O-T-T-O-M-[fs]？.mp4,what-SIGN B-O-T-T-O-M-fs
2009,../Data\Words/downloaded_videos\what-TIME\what-TIME？.mp4,what-TIME
2010,../Data\Words/downloaded_videos\WHEN\WHEN？.mp4,WHEN
2011,../Data\Words/downloaded_videos\where\where？.mp4,where
2012,../Data\Words/downloaded_videos\which\which.mp4,which
2013,../Data\Words/downloaded_videos\white\white.mp4,white
2014,../Data\Words/downloaded_videos\WHO\WHO？.mp4,WHO
2015,../Data\Words/downloaded_videos\WHY\WHY？.mp4,WHY
2016,../Data\Words/downloaded_videos\wife\wife.mp4,wife
2017,../Data\Words/downloaded_videos\WIN\WIN.mp4,WIN
2018,../Data\Words/downloaded_videos\window\window.mp4,window
2019,../Data\Words/downloaded_videos\WINDOW-OPEN\WINDOW-OPEN.mp4,WINDOW-OPEN
2020,../Data\Words/downloaded_videos\wine\wine.mp4,wine
2021,../Data\Words/downloaded_videos\WINTER HERE SNOW\WINTER HERE SNOW？.mp4,WINTER HERE SNOW
2022,../Data\Words/downloaded_videos\Wish\aspire-[WISH-GOAL].mp4,Wish
2023,../Data\Words/downloaded_videos\WISH HAVE your-SELF HELICOPTER YOU\WISH HAVE your-SELF HELICOPTER YOU？.mp4,WISH HAVE your-SELF HELICOPTER YOU
2024,../Data\Words/downloaded_videos\WISH HAVE your-SELF HELICOPTER YOU-version\WISH HAVE your-SELF HELICOPTER YOU？-[version].mp4,WISH HAVE your-SELF HELICOPTER YOU-version
2025,../Data\Words/downloaded_videos\WISH-desire\WISH-[desire].mp4,WISH-desire
2026,../Data\Words/downloaded_videos\WITH  together  side-by-side  alongside  beside\WITH ⧸ together ⧸ side-by-side ⧸ alongside ⧸ beside.mp4,WITH  together  side-by-side  alongside  beside
2027,../Data\Words/downloaded_videos\WITHOUT\WITHOUT.mp4,WITHOUT
2028,../Data\Words/downloaded_videos\WOAH-wow-y-hand-version-slang\WOAH-wow-[y-hand-version]-[slang].mp4,WOAH-wow-y-hand-version-slang
2029,../Data\Words/downloaded_videos\WOMAN\WOMAN.mp4,WOMAN
2030,"../Data\Words/downloaded_videos\WOMAN LIE-DOWN MAGICIAN SAW-in-half SEPARATE-push-apart SEE PAST YOU\WOMAN LIE-DOWN, MAGICIAN SAW-[in-half] SEPARATE-[push-apart] SEE PAST YOU？.mp4",WOMAN LIE-DOWN MAGICIAN SAW-in-half SEPARATE-push-apart SEE PAST YOU
2031,../Data\Words/downloaded_videos\WONT-refuse\WON'T-[refuse].mp4,WONT-refuse
2032,../Data\Words/downloaded_videos\WOOD\WOOD.mp4,WOOD
2033,../Data\Words/downloaded_videos\wood you like what kind\wood you like what kind？.mp4,wood you like what kind
2034,../Data\Words/downloaded_videos\WORK  labor  employment\WORK ⧸ labor ⧸ employment.mp4,WORK  labor  employment
2035,../Data\Words/downloaded_videos\WORK YOU SICK DAY VACATION YOU CAN HOW-MANY\WORK YOU？ SICK DAY VACATION YOU CAN HOW-MANY？.mp4,WORK YOU SICK DAY VACATION YOU CAN HOW-MANY
2036,../Data\Words/downloaded_videos\WORK YOU what-DO\WORK YOU what-DO？.mp4,WORK YOU what-DO
2037,../Data\Words/downloaded_videos\WORRY\WORRY.mp4,WORRY
2038,../Data\Words/downloaded_videos\WORSE marked version  worst\WORSE [marked version] ⧸ worst.mp4,WORSE marked version  worst
2039,../Data\Words/downloaded_videos\worth how much\worth how much.mp4,worth how much
2040,../Data\Words/downloaded_videos\would-like-want\would-like-[want].mp4,would-like-want
2041,../Data\Words/downloaded_videos\WOW\WOW.mp4,WOW
2042,"../Data\Words/downloaded_videos\WOW YOUR HAIR DO-what\WOW, YOUR HAIR, DO-what？.mp4",WOW YOUR HAIR DO-what
2043,../Data\Words/downloaded_videos\wrench\wrench.mp4,wrench
2044,../Data\Words/downloaded_videos\WRISTWATCH\WRISTWATCH.mp4,WRISTWATCH
2045,"../Data\Words/downloaded_videos\WRISTWATCH WHO GIVE-you\WRISTWATCH, WHO GIVE-you？.mp4",WRISTWATCH WHO GIVE-you
2046,../Data\Words/downloaded_videos\WRITE\WRITE.mp4,WRITE
2047,../Data\Words/downloaded_videos\WRONG-a-mistake-an-error\WRONG-[a-mistake]-[an-error].mp4,WRONG-a-mistake-an-error
2048,../Data\Words/downloaded_videos\yeah yes\yeah yes.mp4,yeah yes
2049,../Data\Words/downloaded_videos\YEAR-AGO YOU GO FAMILY gather-to-MEETING-single-movementreunion\YEAR-AGO YOU GO FAMILY gather-to-MEETING-[single-movement=＂reunion＂]？.mp4,YEAR-AGO YOU GO FAMILY gather-to-MEETING-single-movementreunion
2050,../Data\Words/downloaded_videos\YEAR-AGO-last-year-version\YEAR-AGO-[last-year-version].mp4,YEAR-AGO-last-year-version
2051,../Data\Words/downloaded_videos\YELLOW\YELLOW.mp4,YELLOW
2052,../Data\Words/downloaded_videos\YESTERDAY\YESTERDAY.mp4,YESTERDAY
2053,../Data\Words/downloaded_videos\YESTERDAY MAIL YOU GET NONE\YESTERDAY MAIL YOU GET NONE？.mp4,YESTERDAY MAIL YOU GET NONE
2054,../Data\Words/downloaded_videos\YESTERDAY NIGHT YOU EAT WHAT\YESTERDAY NIGHT YOU EAT WHAT？.mp4,YESTERDAY NIGHT YOU EAT WHAT
2055,"../Data\Words/downloaded_videos\YESTERDAY SCHOOL FINISH AFTER-FROM-THEN-ON YOU what-DO\YESTERDAY, SCHOOL FINISH AFTER-[FROM-THEN-ON] YOU what-DO？.mp4",YESTERDAY SCHOOL FINISH AFTER-FROM-THEN-ON YOU what-DO
2056,"../Data\Words/downloaded_videos\YESTERDAY YOU EAT HOW-MANY TIME\YESTERDAY, YOU EAT HOW-MANY TIME？.mp4",YESTERDAY YOU EAT HOW-MANY TIME
2057,../Data\Words/downloaded_videos\YESTERDAY YOU SHOWER\YESTERDAY YOU SHOWER？.mp4,YESTERDAY YOU SHOWER
2058,"../Data\Words/downloaded_videos\YESTERDAY YOU WAKE-UP what-TIME\YESTERDAY YOU WAKE-UP, what-TIME？.mp4",YESTERDAY YOU WAKE-UP what-TIME
2059,../Data\Words/downloaded_videos\YESTERDAY-initialized-version\YESTERDAY-[initialized-version].mp4,YESTERDAY-initialized-version
2060,../Data\Words/downloaded_videos\YOU AFRAID HIGH-heights\YOU AFRAID HIGH-(heights)？.mp4,YOU AFRAID HIGH-heights
2061,../Data\Words/downloaded_videos\YOU AFRAID WHAT\YOU AFRAID WHAT？.mp4,YOU AFRAID WHAT
2062,../Data\Words/downloaded_videos\YOU ALRIGHT YOU\YOU ALRIGHT YOU？.mp4,YOU ALRIGHT YOU
2063,../Data\Words/downloaded_videos\YOU ARRIVE CLASS what-TIME\YOU ARRIVE CLASS what-TIME ？.mp4,YOU ARRIVE CLASS what-TIME
2064,../Data\Words/downloaded_videos\YOU BELIEVE SANTA CLAUS YOU\YOU BELIEVE SANTA CLAUS YOU？.mp4,YOU BELIEVE SANTA CLAUS YOU
2065,../Data\Words/downloaded_videos\YOU BORN WHERE\YOU BORN WHERE？.mp4,YOU BORN WHERE
2066,"../Data\Words/downloaded_videos\YOU CANT UNDERSTAND HESHE TEACHER WHY\YOU CAN'T UNDERSTAND HE⧸SHE TEACHER, WHY？.mp4",YOU CANT UNDERSTAND HESHE TEACHER WHY
2067,"../Data\Words/downloaded_videos\YOU CHANGE CLOTHES WHEN\YOU CHANGE CLOTHES, WHEN？.mp4",YOU CHANGE CLOTHES WHEN
2068,../Data\Words/downloaded_videos\YOU CHILDREN HOW-MANY\YOU CHILDREN HOW-MANY？.mp4,YOU CHILDREN HOW-MANY
2069,../Data\Words/downloaded_videos\YOU COLLECT WHAT\YOU COLLECT WHAT？.mp4,YOU COLLECT WHAT
2070,../Data\Words/downloaded_videos\YOU COME HERE HOW\YOU COME HERE HOW？.mp4,YOU COME HERE HOW
2071,../Data\Words/downloaded_videos\YOU DIVORCED YOU-initialized-version\YOU DIVORCED YOU？-[initialized-version].mp4,YOU DIVORCED YOU-initialized-version
2072,../Data\Words/downloaded_videos\YOU DONT LIKE CANDY\YOU DON'T LIKE CANDY.mp4,YOU DONT LIKE CANDY
2073,../Data\Words/downloaded_videos\YOU DRAW well-GOOD\YOU DRAW well-[GOOD]？.mp4,YOU DRAW well-GOOD
2074,../Data\Words/downloaded_videos\YOU DREAM ABOUT WHAT\YOU DREAM ABOUT WHAT？.mp4,YOU DREAM ABOUT WHAT
2075,../Data\Words/downloaded_videos\YOU DRIVE CAREFUL YOU\YOU DRIVE CAREFUL YOU？.mp4,YOU DRIVE CAREFUL YOU
2076,../Data\Words/downloaded_videos\YOU DRIVE HERE FROM HOME\YOU DRIVE HERE FROM HOME？.mp4,YOU DRIVE HERE FROM HOME
2077,"../Data\Words/downloaded_videos\YOU DRIVE TRAFFIC HOW FEEL\YOU DRIVE TRAFFIC, HOW FEEL？.mp4",YOU DRIVE TRAFFIC HOW FEEL
2078,../Data\Words/downloaded_videos\YOU DRUNK BEFORE\YOU DRUNK BEFORE？.mp4,YOU DRUNK BEFORE
2079,../Data\Words/downloaded_videos\YOU EARN MONEY HOW\YOU EARN MONEY HOW？.mp4,YOU EARN MONEY HOW
2080,../Data\Words/downloaded_videos\YOU EARN MORE-THAN 10 DOLLAR HOUR\YOU EARN MORE-THAN 10 DOLLAR HOUR？.mp4,YOU EARN MORE-THAN 10 DOLLAR HOUR
2081,"../Data\Words/downloaded_videos\YOU EAT A-LOT REGULAR WHICH\YOU EAT A-LOT, REGULAR, WHICH？.mp4",YOU EAT A-LOT REGULAR WHICH
2082,"../Data\Words/downloaded_videos\YOU EAT A-LOT regular-NORMAL WHICH\YOU EAT A-LOT, regular-[NORMAL], WHICH？.mp4",YOU EAT A-LOT regular-NORMAL WHICH
2083,../Data\Words/downloaded_videos\YOU ENJOY BIRTHDAY PARTY YOU\YOU ENJOY BIRTHDAY PARTY YOU？.mp4,YOU ENJOY BIRTHDAY PARTY YOU
2084,../Data\Words/downloaded_videos\YOU ENJOY CAMP YOU\YOU ENJOY CAMP YOU？.mp4,YOU ENJOY CAMP YOU
2085,../Data\Words/downloaded_videos\YOU ENJOY what-DO\YOU ENJOY what-DO？.mp4,YOU ENJOY what-DO
2086,"../Data\Words/downloaded_videos\YOU ENTHUSIASTIC ABOUT WHAT\YOU ENTHUSIASTIC, ABOUT WHAT？.mp4",YOU ENTHUSIASTIC ABOUT WHAT
2087,../Data\Words/downloaded_videos\YOU EXCITED EASY YOU\YOU EXCITED EASY YOU？.mp4,YOU EXCITED EASY YOU
2088,../Data\Words/downloaded_videos\YOU FALL-IN-LOVE EASY YOU\YOU FALL-IN-LOVE EASY YOU？.mp4,YOU FALL-IN-LOVE EASY YOU
2089,../Data\Words/downloaded_videos\YOU FAVORITE-prefer APPLE bodyshift-or ORANGES\YOU FAVORITE-[prefer] APPLE [bodyshift-＂or＂] ORANGES？.mp4,YOU FAVORITE-prefer APPLE bodyshift-or ORANGES
2090,"../Data\Words/downloaded_videos\YOU FAVORITE-prefer HAMBURGER body-shift-or HOTDOG\YOU FAVORITE-[prefer], HAMBURGER [body-shift-＂or＂] HOTDOG？.mp4",YOU FAVORITE-prefer HAMBURGER body-shift-or HOTDOG
2091,"../Data\Words/downloaded_videos\YOU FEEL ANXIOUS WHEN\YOU FEEL ANXIOUS, WHEN？.mp4",YOU FEEL ANXIOUS WHEN
2092,../Data\Words/downloaded_videos\YOU FEEL CRAZY SOMETIMES YOU\YOU FEEL CRAZY SOMETIMES YOU？.mp4,YOU FEEL CRAZY SOMETIMES YOU
2093,../Data\Words/downloaded_videos\YOU FEEL FRUSTRATED WHEN\YOU FEEL FRUSTRATED WHEN？.mp4,YOU FEEL FRUSTRATED WHEN
2094,../Data\Words/downloaded_videos\YOU FEEL HAPPY WHEN\YOU FEEL HAPPY WHEN？.mp4,YOU FEEL HAPPY WHEN
2095,"../Data\Words/downloaded_videos\YOU FEEL HAPPY WHEN\YOU FEEL HAPPY, WHEN？.mp4",YOU FEEL HAPPY WHEN
2096,../Data\Words/downloaded_videos\YOU FEEL STUPID SOMETIMES\YOU FEEL STUPID SOMETIMES？.mp4,YOU FEEL STUPID SOMETIMES
2097,../Data\Words/downloaded_videos\YOU FEEL WANT CRY\YOU FEEL WANT CRY？.mp4,YOU FEEL WANT CRY
2098,../Data\Words/downloaded_videos\YOU FINISH version 01\YOU FINISH？ (version 01).mp4,YOU FINISH version 01
2099,../Data\Words/downloaded_videos\YOU FINISH WATCH MOVIE TITANIC\YOU FINISH WATCH MOVIE TITANIC？.mp4,YOU FINISH WATCH MOVIE TITANIC
2100,../Data\Words/downloaded_videos\YOU FRESHMAN or SOPHOMORE\YOU FRESHMAN or SOPHOMORE？.mp4,YOU FRESHMAN or SOPHOMORE
2101,../Data\Words/downloaded_videos\YOU FROM HERE ARE YOU FROM HERE\YOU FROM HERE？ (ARE YOU FROM HERE？).mp4,YOU FROM HERE ARE YOU FROM HERE
2102,../Data\Words/downloaded_videos\YOU FROM WHERE\YOU FROM WHERE？.mp4,YOU FROM WHERE
2103,../Data\Words/downloaded_videos\YOU FULL\YOU FULL？.mp4,YOU FULL
2104,../Data\Words/downloaded_videos\YOU GALLAUDET YOU\YOU GALLAUDET YOU？.mp4,YOU GALLAUDET YOU
2105,"../Data\Words/downloaded_videos\YOU GO ASL CLASS what-TIME\YOU GO ASL CLASS, what-TIME？.mp4",YOU GO ASL CLASS what-TIME
2106,../Data\Words/downloaded_videos\YOU GO CLASS ON TIME ALWAYS\YOU GO CLASS ON TIME ALWAYS？.mp4,YOU GO CLASS ON TIME ALWAYS
2107,../Data\Words/downloaded_videos\YOU GO DENTIST HOW OFTEN\YOU GO DENTIST HOW OFTEN？.mp4,YOU GO DENTIST HOW OFTEN
2108,../Data\Words/downloaded_videos\YOU GO DENTIST PULL-TOOTH BEFORE YOU\YOU GO DENTIST PULL-TOOTH BEFORE YOU？.mp4,YOU GO DENTIST PULL-TOOTH BEFORE YOU
2109,"../Data\Words/downloaded_videos\YOU GO DOCTOR WAIT-long YOU SIT-anxious YOU\YOU GO DOCTOR, WAIT-[long], YOU SIT-anxious YOU？.mp4",YOU GO DOCTOR WAIT-long YOU SIT-anxious YOU
2110,../Data\Words/downloaded_videos\YOU GO-to SCHOOL YOU\YOU GO-to SCHOOL YOU？.mp4,YOU GO-to SCHOOL YOU
2111,../Data\Words/downloaded_videos\YOU GRADUATE SOON do-YOU\YOU GRADUATE SOON do-YOU？.mp4,YOU GRADUATE SOON do-YOU
2112,"../Data\Words/downloaded_videos\YOU HAIRCUT HOW OFTEN\YOU HAIRCUT, HOW OFTEN？.mp4",YOU HAIRCUT HOW OFTEN
2113,../Data\Words/downloaded_videos\YOU HAPPY\YOU HAPPY？.mp4,YOU HAPPY
2114,../Data\Words/downloaded_videos\YOU HAVE BABY\YOU HAVE BABY？.mp4,YOU HAVE BABY
2115,../Data\Words/downloaded_videos\YOU HAVE DOG AND CAT YOU\YOU HAVE DOG AND CAT YOU？.mp4,YOU HAVE DOG AND CAT YOU
2116,"../Data\Words/downloaded_videos\YOU HAVE DOLL HAIR BROWN\YOU HAVE DOLL, HAIR BROWN？.mp4",YOU HAVE DOLL HAIR BROWN
2117,../Data\Words/downloaded_videos\YOU HAVE EXCUSE\YOU HAVE EXCUSE？.mp4,YOU HAVE EXCUSE
2118,../Data\Words/downloaded_videos\YOU HAVE HAMMER\YOU HAVE HAMMER？.mp4,YOU HAVE HAMMER
2119,../Data\Words/downloaded_videos\YOU HAVE SCARF\YOU HAVE SCARF？.mp4,YOU HAVE SCARF
2120,../Data\Words/downloaded_videos\YOU HAVE SISTER\YOU HAVE SISTER？.mp4,YOU HAVE SISTER
2121,../Data\Words/downloaded_videos\YOU HAVE your-SELF OFFICE YOU\YOU HAVE your-SELF OFFICE YOU？.mp4,YOU HAVE your-SELF OFFICE YOU
2122,../Data\Words/downloaded_videos\YOU HIT YOUR BROTHER\YOU HIT YOUR BROTHER？.mp4,YOU HIT YOUR BROTHER
2123,../Data\Words/downloaded_videos\YOU how-FEEL\YOU how-FEEL？.mp4,YOU how-FEEL
2124,../Data\Words/downloaded_videos\YOU how-OLD\YOU how-OLD？.mp4,YOU how-OLD
2125,../Data\Words/downloaded_videos\YOU HOW-TALL\YOU HOW-TALL？.mp4,YOU HOW-TALL
2126,../Data\Words/downloaded_videos\YOU HUNGRY YOU\YOU HUNGRY YOU？.mp4,YOU HUNGRY YOU
2127,../Data\Words/downloaded_videos\YOU HURT WHERE\YOU HURT WHERE？.mp4,YOU HURT WHERE
2128,../Data\Words/downloaded_videos\YOU KNOW ANY FARMER\YOU KNOW ANY FARMER？.mp4,YOU KNOW ANY FARMER
2129,"../Data\Words/downloaded_videos\YOU LEARN SIGN WHERE-version\YOU LEARN SIGN, WHERE？-[version].mp4",YOU LEARN SIGN WHERE-version
2130,../Data\Words/downloaded_videos\YOU LEARN SIGN WHY\YOU LEARN SIGN WHY？.mp4,YOU LEARN SIGN WHY
2131,../Data\Words/downloaded_videos\YOU LEARN SIGN WHY-version\YOU LEARN SIGN WHY？-[version].mp4,YOU LEARN SIGN WHY-version
2132,"../Data\Words/downloaded_videos\YOU LEAVE-go-away THIS CLASS what-TIME\YOU LEAVE-[go-away] THIS CLASS, what-TIME？.mp4",YOU LEAVE-go-away THIS CLASS what-TIME
2133,../Data\Words/downloaded_videos\YOU LECTURE CL55-large_audience PAST YOU\YOU LECTURE CL：55-[large_audience] PAST YOU？.mp4,YOU LECTURE CL55-large_audience PAST YOU
2134,../Data\Words/downloaded_videos\YOU LIKE BANANA\YOU LIKE BANANA？.mp4,YOU LIKE BANANA
2135,../Data\Words/downloaded_videos\YOU LIKE BIG CITY do-YOU DO YOU LIKE BIG CITIES\YOU LIKE BIG CITY do-YOU？ (DO YOU LIKE BIG CITIES？).mp4,YOU LIKE BIG CITY do-YOU DO YOU LIKE BIG CITIES
2136,../Data\Words/downloaded_videos\YOU LIKE CHAT PHONE\YOU LIKE CHAT PHONE？.mp4,YOU LIKE CHAT PHONE
2137,../Data\Words/downloaded_videos\YOU LIKE CHAT-WITH DEAF Do you like to chat with deaf people\YOU LIKE CHAT-WITH DEAF？ (Do you like to chat with deaf people？).mp4,YOU LIKE CHAT-WITH DEAF Do you like to chat with deaf people
2138,../Data\Words/downloaded_videos\YOU LIKE COLOR BROWN\YOU LIKE COLOR BROWN？.mp4,YOU LIKE COLOR BROWN
2139,../Data\Words/downloaded_videos\YOU LIKE COME HERE DO YOU LIKE COMING HERE\YOU LIKE COME+ HERE？ (DO YOU LIKE COMING HERE？).mp4,YOU LIKE COME HERE DO YOU LIKE COMING HERE
2140,../Data\Words/downloaded_videos\YOU LIKE COOK\YOU LIKE COOK？.mp4,YOU LIKE COOK
2141,../Data\Words/downloaded_videos\YOU LIKE COOKIES WITH MILK\YOU LIKE COOKIES WITH MILK？.mp4,YOU LIKE COOKIES WITH MILK
2142,../Data\Words/downloaded_videos\YOU LIKE DANCE YOU\YOU LIKE DANCE YOU？.mp4,YOU LIKE DANCE YOU
2143,../Data\Words/downloaded_videos\YOU LIKE EAT PEAR YOU\YOU LIKE EAT PEAR YOU？.mp4,YOU LIKE EAT PEAR YOU
2144,../Data\Words/downloaded_videos\YOU LIKE FISHING\YOU LIKE FISHING？.mp4,YOU LIKE FISHING
2145,../Data\Words/downloaded_videos\YOU LIKE FOOL PEOPLE\YOU LIKE FOOL PEOPLE？.mp4,YOU LIKE FOOL PEOPLE
2146,../Data\Words/downloaded_videos\YOU LIKE GO CLASS EARLY YOU\YOU LIKE GO CLASS EARLY YOU？.mp4,YOU LIKE GO CLASS EARLY YOU
2147,../Data\Words/downloaded_videos\you like go play field\you like go play field？.mp4,you like go play field
2148,../Data\Words/downloaded_videos\YOU LIKE GO WORK DO YOU LIKE GOING TO WORK\YOU LIKE GO WORK？ (DO YOU LIKE GOING TO WORK？).mp4,YOU LIKE GO WORK DO YOU LIKE GOING TO WORK
2149,../Data\Words/downloaded_videos\YOU LIKE HESHE TEACHER DO YOU LIKE THE TEACHER\YOU LIKE [HE⧸SHE] TEACHER？ (DO YOU LIKE THE TEACHER？).mp4,YOU LIKE HESHE TEACHER DO YOU LIKE THE TEACHER
2150,../Data\Words/downloaded_videos\YOU LIKE LEARN SIGN\YOU LIKE LEARN SIGN？.mp4,YOU LIKE LEARN SIGN
2151,../Data\Words/downloaded_videos\YOU LIKE LOOK-at YOURSELF MIRROR\YOU LIKE LOOK-at YOURSELF MIRROR？.mp4,YOU LIKE LOOK-at YOURSELF MIRROR
2152,../Data\Words/downloaded_videos\YOU LIKE MATH\YOU LIKE MATH？.mp4,YOU LIKE MATH
2153,../Data\Words/downloaded_videos\YOU LIKE MEAT YOU\YOU LIKE MEAT YOU？.mp4,YOU LIKE MEAT YOU
2154,../Data\Words/downloaded_videos\YOU LIKE MEET NEW PEOPLE YOU\YOU LIKE MEET NEW PEOPLE YOU？.mp4,YOU LIKE MEET NEW PEOPLE YOU
2155,../Data\Words/downloaded_videos\YOU LIKE MONDAY\YOU LIKE MONDAY？.mp4,YOU LIKE MONDAY
2156,../Data\Words/downloaded_videos\YOU LIKE MOUNTAIN HIKE YOU\YOU LIKE MOUNTAIN HIKE YOU？.mp4,YOU LIKE MOUNTAIN HIKE YOU
2157,../Data\Words/downloaded_videos\YOU LIKE PLAY SOFTBALL\YOU LIKE PLAY SOFTBALL？.mp4,YOU LIKE PLAY SOFTBALL
2158,../Data\Words/downloaded_videos\YOU LIKE play-CARDS YOU\YOU LIKE play-CARDS YOU？.mp4,YOU LIKE play-CARDS YOU
2159,../Data\Words/downloaded_videos\YOU LIKE RED CAR\YOU LIKE RED CAR？.mp4,YOU LIKE RED CAR
2160,../Data\Words/downloaded_videos\YOU LIKE ROCK COLLECT YOU version 1\YOU LIKE ROCK COLLECT YOU？ (version 1).mp4,YOU LIKE ROCK COLLECT YOU version 1
